,user_id,age,gender,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,location_type,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day,anxiety_cat,y
1028,user_1029,46,Male,2.2,3.2,1.1,1.5,2.5,1.4,3.0,0.8,6.7,4,6,10,3.8,Urban,77,0,1,139.2,18,10,3.8,High anxiety score,1
1029,user_1030,59,Male,0.4,1.7,1.3,3.1,1.5,0.0,3.6,1.6,6.4,10,4,10,2.0,Urban,45,1,1,175.2,19,13,0.0,High anxiety score,1
1030,user_1031,20,Female,1.8,3.1,1.4,2.4,2.3,0.2,3.2,1.6,4.7,2,4,5,2.0,Rural,31,0,1,173.7,3,11,15.4,Low anxiety score,0
1032,user_1033,61,Male,1.4,2.0,1.0,1.6,3.0,1.6,3.0,3.1,6.7,4,5,10,1.6,Suburban,62,0,1,190.3,13,17,17.3,Medium anxiety score,1
1033,user_1034,56,Male,0.6,2.6,1.3,1.0,2.3,0.6,3.3,2.1,7.0,1,5,1,0.5,Urban,77,0,1,157.7,3,14,13.7,Low anxiety score,0
1034,user_1035,31,Female,3.2,2.5,1.3,1.8,3.5,2.1,4.1,2.2,8.4,8,9,3,0.6,Suburban,79,0,0,170.7,7,9,9.4,Medium anxiety score,0
1035,user_1036,54,Male,2.9,2.2,0.5,1.4,1.5,1.0,1.8,0.7,8.0,7,4,9,0.8,Suburban,39,1,0,92.4,18,0,17.5,High anxiety score,1
1037,user_1038,49,Female,3.0,1.8,1.2,1.9,2.9,1.7,1.4,1.0,5.7,3,5,8,3.8,Rural,74,0,0,137.5,0,1,13.8,Low anxiety score,0
1038,user_1039,18,Other,4.0,1.3,0.5,1.4,2.5,4.0,2.7,0.7,4.8,7,9,6,2.5,Urban,29,1,1,143.8,14,19,1.0,High anxiety score,1
1039,user_1040,64,Male,2.1,0.5,1.5,3.3,4.0,4.0,2.5,1.8,5.3,2,8,10,2.6,Suburban,27,0,0,126.1,10,1,21.9,Medium anxiety score,0
1040,user_1041,38,Female,3.3,1.7,1.2,1.7,0.0,0.0,3.3,1.0,7.5,5,8,5,5.3,Urban,59,0,1,105.7,8,3,11.5,Medium anxiety score,0
1041,user_1042,46,Female,4.5,2.9,2.2,0.0,2.2,1.9,3.6,2.5,4.6,7,10,6,4.0,Urban,65,0,0,109.1,2,13,26.9,Low anxiety score,0
1042,user_1043,57,Female,1.5,1.1,1.0,1.4,1.5,0.3,0.0,0.0,6.3,6,10,5,6.1,Rural,55,1,1,96.1,17,18,6.0,High anxiety score,1
1043,user_1044,18,Female,0.0,2.2,1.6,2.1,1.4,0.7,1.9,0.9,6.1,10,3,9,1.8,Suburban,50,1,0,138.0,18,13,20.3,High anxiety score,1
1044,user_1045,49,Female,4.0,1.9,1.3,2.0,3.8,0.0,2.8,1.6,5.6,7,9,2,0.7,Suburban,34,0,0,191.7,15,12,10.0,High anxiety score,1
1045,user_1046,45,Male,6.8,1.4,2.0,2.5,1.3,1.0,3.9,0.2,4.9,2,8,10,5.0,Rural,61,0,0,148.9,15,0,31.3,High anxiety score,1
1046,user_1047,34,Female,3.0,0.1,0.5,1.7,3.0,0.6,2.4,2.1,4.2,7,3,6,3.0,Urban,37,0,1,183.2,2,9,7.7,Low anxiety score,0
1048,user_1049,18,Female,2.6,2.5,0.5,0.1,3.2,1.0,3.2,0.8,6.4,7,1,3,4.0,Urban,34,0,1,127.6,12,16,13.5,Medium anxiety score,1
1049,user_1050,18,Female,5.4,4.7,1.0,3.0,2.0,0.0,3.0,3.8,7.2,8,5,5,1.6,Suburban,38,0,1,211.9,19,15,16.8,High anxiety score,1
1050,user_1051,60,Male,2.9,3.1,0.4,1.2,1.7,2.0,2.4,0.1,8.4,10,4,2,4.4,Urban,43,1,0,200.0,7,14,23.6,Medium anxiety score,0
1051,user_1052,16,Female,2.7,3.3,0.2,0.5,0.2,1.8,2.5,0.0,6.9,8,8,3,4.0,Urban,54,0,0,191.1,6,10,3.7,Low anxiety score,0
1052,user_1053,42,Female,4.4,0.3,0.0,4.1,1.7,1.7,2.9,0.7,7.2,5,6,7,2.5,Rural,21,0,1,170.8,18,11,17.8,High anxiety score,1
1053,user_1054,23,Male,2.3,0.2,0.0,3.2,1.2,2.7,2.2,1.4,8.4,7,10,1,0.0,Urban,32,1,0,133.0,19,0,7.7,High anxiety score,1
1054,user_1055,42,Female,1.1,2.0,1.3,1.1,4.1,3.5,3.9,0.0,6.9,8,5,2,1.2,Urban,64,1,1,132.9,11,2,11.2,Medium anxiety score,1
1055,user_1056,43,Male,4.3,0.9,0.8,0.0,2.1,1.7,3.6,1.8,7.7,4,9,3,6.0,Urban,76,0,0,148.5,17,10,10.7,High anxiety score,1
1056,user_1057,36,Male,2.1,1.3,0.4,0.8,1.3,2.3,4.1,3.7,6.0,2,6,10,6.5,Urban,28,0,1,218.9,14,20,14.6,High anxiety score,1
1057,user_1058,21,Male,1.5,4.5,0.7,3.1,1.2,1.7,1.1,0.0,7.4,7,3,7,8.2,Urban,76,0,1,205.9,11,10,14.2,Medium anxiety score,1
1058,user_1059,15,Male,6.2,3.2,0.7,1.7,0.4,2.6,1.1,1.4,6.8,1,6,4,3.8,Urban,54,0,1,77.9,5,4,5.4,Low anxiety score,0
1059,user_1060,63,Male,2.7,1.1,0.5,0.2,3.8,0.2,3.1,2.2,6.2,2,4,8,0.8,Suburban,21,1,0,163.0,16,14,11.0,High anxiety score,1
1060,user_1061,43,Female,3.7,0.0,1.8,2.3,3.5,2.7,2.4,2.0,8.4,10,5,8,5.7,Suburban,65,1,1,25.6,3,19,0.0,Low anxiety score,0
1061,user_1062,52,Male,3.0,1.0,1.7,1.3,1.9,2.3,2.8,3.4,5.1,7,6,1,2.5,Suburban,35,1,1,127.9,11,15,17.9,Medium anxiety score,1
1062,user_1063,49,Female,1.7,1.4,1.8,0.9,4.6,0.8,1.0,0.7,5.5,10,9,5,1.6,Rural,65,0,1,116.1,16,2,23.6,High anxiety score,1
1063,user_1064,48,Female,4.0,1.7,1.1,0.9,2.0,4.7,0.6,3.2,7.9,1,3,1,3.7,Suburban,55,0,1,177.8,20,7,11.5,High anxiety score,1
1064,user_1065,36,Female,3.5,0.7,1.1,2.8,3.3,0.4,2.8,1.1,7.7,7,1,7,6.8,Urban,21,0,1,95.6,4,15,0.0,Low anxiety score,0
1065,user_1066,43,Female,2.0,3.1,0.7,2.0,2.7,2.4,1.5,0.7,6.5,5,2,4,2.8,Urban,35,0,1,73.6,5,15,15.9,Low anxiety score,0
1066,user_1067,18,Male,3.6,1.3,0.6,0.0,1.3,0.9,3.4,3.1,6.9,3,8,8,3.0,Suburban,27,0,1,125.1,14,3,3.9,High anxiety score,1
1067,user_1068,14,Female,2.2,2.6,1.0,1.9,2.2,2.7,1.7,0.8,7.1,2,4,8,0.0,Suburban,77,0,0,149.6,7,14,11.5,Medium anxiety score,0
1068,user_1069,32,Male,1.3,2.1,1.3,1.6,2.4,4.4,1.3,2.3,6.9,7,7,9,3.2,Urban,20,0,0,63.1,19,18,15.5,High anxiety score,1
1069,user_1070,40,Female,1.2,2.9,1.6,1.1,0.4,2.9,0.0,0.7,6.8,9,2,6,4.3,Urban,37,0,1,206.9,15,14,14.4,High anxiety score,1
1070,user_1071,23,Other,3.4,1.8,0.7,1.1,2.3,1.9,4.1,0.0,5.5,9,10,7,2.8,Suburban,73,0,0,139.9,12,12,18.6,Medium anxiety score,1
1071,user_1072,16,Male,2.4,1.1,0.4,0.6,3.4,3.1,3.4,0.0,8.0,10,8,7,3.0,Suburban,60,0,1,151.3,14,9,11.2,High anxiety score,1
1072,user_1073,27,Male,5.3,1.4,1.4,0.8,1.2,1.3,0.6,1.9,6.3,10,10,5,3.5,Suburban,45,0,1,205.1,19,1,11.4,High anxiety score,1
1073,user_1074,18,Female,2.9,1.4,0.1,1.8,1.7,2.6,0.0,0.1,5.3,8,9,7,0.9,Urban,63,0,0,113.4,12,5,15.9,Medium anxiety score,1
1074,user_1075,61,Female,1.8,4.1,1.0,1.2,0.7,2.1,1.7,1.0,6.7,2,7,9,0.0,Suburban,24,0,0,224.1,14,16,9.4,High anxiety score,1
1075,user_1076,42,Female,3.2,2.1,1.0,2.0,1.4,0.5,3.7,0.6,6.9,1,10,4,2.8,Suburban,40,1,0,150.3,1,7,4.5,Low anxiety score,0
1076,user_1077,50,Male,1.1,2.0,0.8,0.7,1.5,4.1,1.8,0.3,7.0,8,1,2,2.5,Rural,54,0,1,189.6,20,15,13.6,High anxiety score,1
1077,user_1078,63,Female,2.9,2.9,0.2,2.2,3.9,3.5,2.2,0.4,7.7,2,2,8,4.1,Suburban,59,1,0,172.2,19,20,1.0,High anxiety score,1
1078,user_1079,14,Male,3.5,2.0,0.8,2.8,1.6,1.0,3.8,1.4,6.0,4,9,7,7.8,Suburban,47,1,0,184.3,17,12,9.4,High anxiety score,1
1079,user_1080,27,Female,3.3,3.1,1.8,1.5,1.4,3.2,1.2,0.0,6.4,4,10,6,5.6,Suburban,73,0,1,153.8,6,11,0.0,Low anxiety score,0
1080,user_1081,23,Other,5.0,1.6,1.3,2.0,1.9,0.6,1.6,2.0,5.5,2,7,7,0.0,Urban,45,0,0,126.6,20,15,5.6,High anxiety score,1
1081,user_1082,20,Female,6.9,1.5,1.6,2.1,0.0,2.6,2.8,0.0,6.8,4,3,3,8.0,Urban,51,0,1,246.9,8,6,5.9,Medium anxiety score,0
1082,user_1083,38,Female,4.0,1.0,0.4,1.0,0.0,2.1,2.1,0.0,5.5,7,5,6,4.3,Rural,79,0,1,149.0,6,9,2.1,Low anxiety score,0
1083,user_1084,63,Male,4.8,3.9,1.1,2.1,0.3,4.0,1.4,0.0,5.8,6,1,10,2.5,Suburban,67,0,0,95.1,8,5,18.8,Medium anxiety score,0
1084,user_1085,57,Female,6.8,1.9,1.0,0.0,2.4,2.4,3.4,1.5,7.7,10,10,7,6.0,Suburban,69,1,0,223.4,11,4,18.1,Medium anxiety score,1
1085,user_1086,56,Female,1.5,0.8,1.1,0.0,2.0,0.1,3.2,2.7,6.7,6,3,7,0.0,Rural,63,0,0,134.5,9,17,20.5,Medium anxiety score,0
1086,user_1087,17,Male,3.2,2.2,1.3,1.2,3.0,3.2,3.6,1.1,8.2,4,4,5,1.9,Rural,63,1,0,63.8,9,15,8.5,Medium anxiety score,0
1087,user_1088,18,Female,2.3,1.3,1.1,2.1,0.2,1.5,2.3,1.6,7.9,2,4,3,3.4,Suburban,40,1,0,108.8,12,2,6.5,Medium anxiety score,1
1088,user_1089,38,Male,4.3,1.6,0.4,1.4,1.8,1.4,0.2,1.7,6.8,5,7,2,3.1,Urban,23,0,1,52.1,4,2,16.4,Low anxiety score,0
1089,user_1090,16,Female,3.4,2.3,1.3,2.2,0.1,2.0,2.5,1.9,6.9,3,5,7,6.0,Urban,78,0,1,111.1,7,4,11.0,Medium anxiety score,0
1090,user_1091,31,Female,1.8,3.5,1.4,0.3,2.3,1.3,1.0,0.2,6.2,3,9,4,5.4,Rural,61,0,1,237.9,9,1,11.0,Medium anxiety score,0
1091,user_1092,32,Female,3.0,2.1,1.7,2.4,0.3,4.2,0.0,2.8,7.8,4,7,2,4.4,Urban,60,0,0,172.9,5,0,0.0,Low anxiety score,0
1092,user_1093,45,Male,4.6,1.3,1.7,3.1,1.7,3.0,2.1,0.9,6.9,5,2,8,2.4,Rural,55,0,0,149.8,10,3,16.1,Medium anxiety score,0
1093,user_1094,32,Female,1.0,1.5,1.2,0.8,2.2,0.6,2.6,1.5,7.6,2,8,2,4.9,Urban,43,1,0,121.1,3,9,15.0,Low anxiety score,0
1094,user_1095,61,Female,1.8,2.7,0.4,2.3,1.5,1.1,4.6,1.1,5.7,6,2,6,1.8,Suburban,52,0,0,143.1,1,12,10.0,Low anxiety score,0
1095,user_1096,24,Other,1.6,0.0,0.2,1.5,0.0,0.4,0.9,0.8,4.9,6,7,4,4.5,Suburban,24,0,1,205.7,5,2,16.5,Low anxiety score,0
1096,user_1097,59,Male,3.5,1.0,0.9,1.9,4.0,3.2,3.4,2.1,7.1,8,5,9,1.5,Urban,76,1,0,58.6,12,10,14.8,Medium anxiety score,1
1098,user_1099,38,Female,0.0,0.3,1.4,1.8,0.1,0.8,4.2,0.0,6.6,8,6,4,0.1,Suburban,30,0,1,105.9,13,9,8.2,Medium anxiety score,1
1099,user_1100,26,Male,3.1,1.7,1.1,2.3,2.9,3.9,1.6,1.6,7.2,8,4,8,5.1,Urban,64,0,1,137.5,7,8,1.9,Medium anxiety score,0
1100,user_1101,50,Female,1.6,1.5,1.0,0.2,3.0,2.6,2.1,3.3,5.5,4,5,3,2.1,Urban,51,0,1,142.0,2,9,21.7,Low anxiety score,0
1101,user_1102,49,Female,4.5,2.9,2.0,2.2,1.6,2.2,2.1,1.4,7.6,7,5,9,0.3,Suburban,41,1,0,140.7,4,12,17.8,Low anxiety score,0
1102,user_1103,23,Female,2.6,1.7,1.3,3.1,3.8,2.2,3.5,0.7,7.9,7,7,8,1.1,Urban,30,1,0,116.4,6,17,3.5,Low anxiety score,0
1103,user_1104,48,Female,3.2,3.2,1.0,0.6,1.1,0.4,0.6,0.8,7.7,1,4,8,2.4,Rural,77,0,0,193.7,17,20,15.0,High anxiety score,1
1104,user_1105,25,Female,3.0,2.1,0.7,1.2,2.2,2.7,2.3,0.6,6.6,1,5,10,1.2,Urban,57,0,0,207.0,5,17,12.2,Low anxiety score,0
1105,user_1106,55,Male,4.7,3.8,0.5,2.2,2.6,1.5,1.7,0.1,7.9,8,4,5,4.4,Urban,78,0,1,197.8,17,16,4.5,High anxiety score,1
1106,user_1107,15,Male,6.1,0.6,0.4,1.9,3.8,3.0,5.4,1.0,5.1,1,4,1,2.4,Urban,41,1,1,154.5,7,16,11.0,Medium anxiety score,0
1107,user_1108,45,Male,1.3,3.6,0.5,0.1,0.0,2.8,1.1,1.0,7.2,3,8,10,4.9,Urban,23,1,1,120.5,6,4,16.9,Low anxiety score,0
1108,user_1109,18,Male,1.6,1.6,1.1,1.7,4.8,1.9,0.0,1.8,7.4,6,5,9,2.4,Urban,58,0,0,140.7,1,8,17.5,Low anxiety score,0
1109,user_1110,62,Female,3.5,3.5,1.0,1.2,3.4,1.8,4.7,0.7,7.1,8,9,2,4.4,Rural,22,0,0,145.7,3,11,28.7,Low anxiety score,0
1110,user_1111,22,Female,1.8,3.2,0.8,0.5,2.5,4.0,3.1,3.2,5.4,5,5,1,3.0,Urban,73,1,1,101.0,8,11,10.8,Medium anxiety score,0
1111,user_1112,17,Female,4.4,0.0,1.4,2.9,1.0,0.4,1.5,0.3,6.8,5,8,6,2.5,Urban,29,0,0,158.9,15,18,8.1,High anxiety score,1
1112,user_1113,35,Female,4.6,2.5,1.9,1.5,0.9,1.3,2.5,1.3,6.2,4,3,1,0.9,Urban,56,1,1,240.0,18,6,14.5,High anxiety score,1
1113,user_1114,22,Other,2.2,3.0,0.6,2.5,2.3,3.4,1.5,0.5,4.2,4,7,10,3.1,Suburban,38,1,1,141.5,9,19,8.5,Medium anxiety score,0
1114,user_1115,56,Female,1.9,3.3,0.7,0.3,2.6,3.8,0.0,0.7,5.1,7,1,10,4.5,Suburban,37,0,1,175.0,7,11,5.3,Medium anxiety score,0
1115,user_1116,14,Female,2.6,0.8,0.0,2.1,2.4,1.8,2.3,0.9,7.9,6,5,10,1.6,Suburban,47,1,1,117.2,15,8,2.6,High anxiety score,1
1116,user_1117,25,Female,3.2,2.6,1.0,2.6,2.2,1.2,2.3,1.4,6.0,8,2,7,3.0,Urban,50,0,0,194.3,7,7,0.0,Medium anxiety score,0
1117,user_1118,52,Male,3.5,2.2,0.9,1.3,2.5,1.2,2.9,2.0,7.8,6,8,7,1.9,Suburban,36,1,1,117.1,19,18,15.9,High anxiety score,1
1118,user_1119,14,Male,0.0,2.4,1.4,1.0,0.0,0.3,1.2,0.7,7.9,10,6,1,6.9,Suburban,43,0,0,129.3,3,20,0.0,Low anxiety score,0
1119,user_1120,32,Male,1.5,3.0,1.0,0.2,1.7,4.4,1.5,0.0,7.2,7,5,10,3.6,Suburban,20,0,0,175.9,19,2,3.0,High anxiety score,1
1120,user_1121,13,Other,2.4,3.2,0.7,0.6,0.3,1.8,2.0,2.6,5.8,10,3,5,3.2,Urban,24,0,0,100.5,12,10,12.3,Medium anxiety score,1
1121,user_1122,49,Female,1.8,1.3,1.1,1.0,2.0,2.6,1.2,0.2,7.6,10,1,3,2.0,Suburban,51,1,0,171.6,9,11,7.4,Medium anxiety score,0
1122,user_1123,21,Male,0.0,2.3,1.3,0.5,3.6,2.6,4.0,1.0,6.8,5,10,2,4.8,Urban,72,0,0,202.6,8,16,27.2,Medium anxiety score,0
1123,user_1124,29,Female,0.2,2.0,0.2,0.7,0.9,3.8,3.6,1.3,6.6,6,10,5,3.0,Urban,36,0,0,158.1,11,6,0.0,Medium anxiety score,1
1124,user_1125,21,Female,1.0,1.8,1.5,1.7,1.1,1.5,1.8,1.1,5.4,1,10,5,2.9,Urban,76,0,1,193.4,14,2,27.9,High anxiety score,1
1125,user_1126,23,Male,2.8,1.9,1.7,1.8,1.0,1.6,3.2,0.0,5.9,3,10,2,2.9,Urban,40,0,1,85.4,0,6,21.0,Low anxiety score,0
1126,user_1127,27,Male,2.3,2.2,1.3,2.6,1.1,3.0,0.9,2.1,5.4,8,8,6,0.8,Urban,60,1,1,172.4,11,6,17.3,Medium anxiety score,1
1127,user_1128,36,Female,2.1,1.4,0.5,0.7,2.7,0.0,1.9,0.0,7.7,3,5,7,6.0,Suburban,62,0,0,127.2,13,13,21.5,Medium anxiety score,1
1128,user_1129,50,Male,4.2,2.9,0.8,1.5,2.9,3.8,4.4,2.2,8.3,1,9,1,4.8,Rural,41,1,0,169.3,1,1,13.2,Low anxiety score,0
1129,user_1130,47,Male,4.2,3.3,1.6,1.1,3.8,4.1,3.3,2.4,7.6,3,7,3,3.0,Suburban,58,1,0,229.1,2,15,0.0,Low anxiety score,0
1131,user_1132,43,Female,3.2,3.3,1.3,1.2,2.8,0.9,2.0,0.9,6.1,8,1,2,1.2,Suburban,53,1,1,119.0,18,9,0.0,High anxiety score,1
1132,user_1133,61,Female,1.7,1.2,1.0,1.3,3.0,3.0,2.4,1.3,7.1,9,7,10,0.0,Suburban,33,0,0,35.5,20,13,5.8,High anxiety score,1
1133,user_1134,17,Male,1.9,2.9,1.1,1.8,4.0,1.8,0.6,0.5,6.0,4,7,5,1.2,Urban,35,0,1,88.4,12,6,9.4,Medium anxiety score,1
1134,user_1135,56,Male,0.4,3.3,0.6,1.2,0.9,2.2,2.1,1.3,6.5,7,9,4,5.3,Suburban,24,1,1,126.2,19,1,2.7,High anxiety score,1
1135,user_1136,62,Female,2.6,1.9,1.2,2.7,0.0,2.3,3.0,1.8,5.5,1,2,2,2.2,Suburban,37,1,0,193.0,20,9,17.6,High anxiety score,1
1136,user_1137,26,Female,4.2,1.2,1.1,0.0,1.7,1.2,2.5,0.1,7.3,9,7,1,5.2,Urban,23,0,0,190.4,7,1,8.3,Medium anxiety score,0
1138,user_1139,21,Male,2.6,2.4,1.0,1.1,0.7,0.2,1.6,0.7,7.6,9,10,2,1.3,Urban,70,1,1,178.0,18,1,9.9,High anxiety score,1
1139,user_1140,46,Female,3.7,4.0,1.3,1.3,2.6,0.0,1.3,2.4,7.2,3,10,4,1.5,Rural,47,1,0,82.9,6,9,11.0,Low anxiety score,0
1140,user_1141,24,Male,0.0,0.3,0.8,1.5,0.0,2.4,1.2,0.3,7.1,5,2,10,3.5,Urban,64,1,0,190.1,6,13,2.9,Low anxiety score,0
1141,user_1142,47,Male,2.4,2.1,0.0,2.2,4.2,3.3,2.2,1.8,5.2,1,5,5,0.0,Urban,46,1,1,116.1,0,16,0.6,Low anxiety score,0
1142,user_1143,47,Male,2.3,1.9,0.9,0.6,0.0,1.4,3.5,1.1,5.2,3,9,2,1.5,Urban,25,1,0,172.4,18,18,8.8,High anxiety score,1
1143,user_1144,13,Male,5.2,1.5,1.7,0.8,0.0,1.3,1.4,1.1,6.9,5,9,10,2.1,Rural,30,0,1,104.1,16,11,2.3,High anxiety score,1
1144,user_1145,52,Female,3.6,1.9,0.8,2.0,2.1,2.8,2.6,1.9,7.8,6,10,9,4.6,Urban,66,1,0,141.0,7,16,21.1,Medium anxiety score,0
1145,user_1146,34,Female,3.7,1.5,1.7,0.0,2.1,2.0,2.5,0.8,6.2,8,1,2,3.6,Suburban,40,0,0,146.6,20,5,0.0,High anxiety score,1
1146,user_1147,41,Male,3.7,3.2,0.6,1.5,3.7,1.3,3.7,1.3,6.5,1,7,6,3.4,Suburban,36,0,0,167.3,14,3,28.7,High anxiety score,1
1147,user_1148,20,Female,3.1,3.3,0.4,0.7,3.0,2.4,2.5,2.3,6.5,3,10,7,3.9,Suburban,50,1,1,108.0,19,1,12.4,High anxiety score,1
1148,user_1149,23,Male,5.3,2.1,1.0,0.5,0.0,2.0,0.6,0.4,4.3,1,10,6,5.1,Rural,53,1,1,183.1,18,14,10.6,High anxiety score,1
1149,user_1150,53,Female,0.0,1.9,0.6,0.0,1.8,0.5,5.3,1.5,6.8,5,3,4,3.1,Urban,32,1,1,84.3,6,15,5.7,Low anxiety score,0
1150,user_1151,49,Other,3.2,1.5,1.2,2.3,1.2,1.9,3.8,2.1,5.8,8,10,1,0.9,Rural,42,0,0,235.0,12,11,15.3,Medium anxiety score,1
1151,user_1152,26,Male,4.7,2.1,0.8,1.7,0.4,2.2,3.1,1.7,7.2,4,10,2,3.4,Rural,76,0,1,112.4,0,6,8.4,Low anxiety score,0
1152,user_1153,42,Female,0.2,3.8,1.7,0.8,2.5,1.4,1.8,2.5,6.5,9,1,10,1.3,Rural,20,0,1,52.1,6,12,12.4,Low anxiety score,0
1153,user_1154,47,Male,4.3,1.9,0.8,1.3,3.3,3.1,2.1,1.1,6.3,6,2,10,0.0,Suburban,23,0,0,146.4,4,0,16.7,Low anxiety score,0
1154,user_1155,33,Male,1.9,1.2,1.0,0.4,1.0,2.6,0.7,1.9,6.3,6,6,6,3.4,Rural,49,1,1,129.4,17,18,15.4,High anxiety score,1
1155,user_1156,49,Male,3.2,1.6,1.3,1.0,1.6,1.7,2.1,2.3,6.1,5,10,8,4.0,Urban,50,0,1,104.1,7,12,19.9,Medium anxiety score,0
1156,user_1157,17,Female,1.8,2.8,1.5,1.3,1.7,2.2,2.7,0.0,4.9,10,2,3,3.7,Urban,66,0,1,217.3,14,0,14.3,High anxiety score,1
1157,user_1158,31,Female,4.4,1.3,1.7,1.6,1.2,1.5,2.5,0.8,7.6,5,2,7,4.0,Urban,35,0,1,187.7,17,1,2.4,High anxiety score,1
1158,user_1159,26,Male,2.6,2.0,0.9,1.9,1.5,1.7,4.8,1.6,5.7,7,4,9,5.2,Urban,62,1,1,173.1,5,0,0.0,Low anxiety score,0
1159,user_1160,38,Female,4.3,2.5,0.8,0.0,1.2,1.8,3.4,2.1,5.9,8,3,4,1.1,Suburban,22,0,1,102.2,4,11,11.7,Low anxiety score,0
1160,user_1161,16,Female,3.7,1.4,0.0,1.9,2.1,0.0,3.8,1.4,6.6,7,8,7,2.2,Urban,31,1,0,123.5,10,9,11.8,Medium anxiety score,0
1161,user_1162,37,Female,1.8,0.2,2.0,0.0,1.3,2.0,3.2,2.6,5.2,1,8,7,0.4,Urban,31,0,1,119.4,7,1,25.4,Medium anxiety score,0
1162,user_1163,57,Female,3.8,0.9,1.2,1.9,2.5,2.4,2.7,0.7,5.9,1,6,10,3.9,Suburban,30,0,0,58.7,8,0,9.1,Medium anxiety score,0
1163,user_1164,54,Female,2.0,1.1,1.4,1.3,1.3,5.0,3.1,0.0,8.8,10,4,9,5.5,Rural,35,1,1,163.6,12,4,13.0,Medium anxiety score,1
1164,user_1165,37,Male,3.1,1.8,1.3,2.6,2.8,2.5,0.0,2.0,6.9,6,7,3,1.9,Suburban,48,0,1,167.2,2,1,16.2,Low anxiety score,0
1165,user_1166,30,Male,2.5,2.0,1.0,0.8,1.3,1.2,2.2,1.1,5.5,3,9,1,4.4,Rural,72,0,1,156.1,2,3,14.1,Low anxiety score,0
1166,user_1167,52,Other,4.3,2.8,1.2,2.3,2.7,0.0,0.7,0.4,4.0,9,2,8,1.5,Suburban,40,1,1,161.4,6,13,16.8,Low anxiety score,0
1167,user_1168,20,Male,3.8,0.8,0.7,0.3,1.0,0.7,1.0,2.9,7.7,7,6,4,4.3,Rural,64,1,0,93.4,2,8,3.5,Low anxiety score,0
1168,user_1169,51,Other,3.0,2.7,0.8,1.6,3.1,1.4,4.1,1.9,5.3,2,7,2,0.0,Urban,63,1,1,105.3,10,5,2.2,Medium anxiety score,0
1169,user_1170,52,Female,2.0,1.6,0.5,0.0,0.0,1.4,1.1,1.9,5.8,3,1,5,6.0,Rural,61,1,0,134.2,13,11,7.8,Medium anxiety score,1
1170,user_1171,26,Male,1.1,0.2,1.8,2.4,2.0,1.7,0.8,2.8,6.0,8,6,4,0.8,Urban,77,0,0,219.2,20,11,0.0,High anxiety score,1
1171,user_1172,44,Male,3.2,2.0,1.3,3.2,1.3,1.5,3.0,0.8,5.4,1,8,1,3.3,Rural,62,0,1,208.1,9,8,9.7,Medium anxiety score,0
1172,user_1173,63,Male,2.1,3.3,2.0,0.8,1.9,1.7,2.4,2.6,6.4,5,7,7,5.8,Suburban,69,0,1,175.8,19,14,4.7,High anxiety score,1
1173,user_1174,50,Other,0.2,2.9,2.1,1.6,0.6,1.5,3.1,1.6,5.8,10,2,4,0.7,Suburban,24,1,0,250.7,8,9,12.6,Medium anxiety score,0
1174,user_1175,45,Male,1.0,1.9,0.3,1.9,1.8,2.0,4.8,0.6,7.2,1,2,8,6.5,Suburban,71,1,0,175.5,11,1,7.9,Medium anxiety score,1
1175,user_1176,35,Male,5.4,3.1,1.5,0.0,0.7,0.9,3.2,1.2,6.7,9,4,9,7.2,Rural,32,0,0,181.8,7,17,1.9,Medium anxiety score,0
1176,user_1177,27,Male,2.0,2.2,0.3,0.8,1.7,0.5,0.5,1.4,8.2,7,5,8,4.4,Rural,36,0,1,224.0,11,6,20.5,Medium anxiety score,1
1177,user_1178,45,Male,4.6,3.0,1.1,0.7,1.6,1.7,3.7,2.3,8.2,5,5,1,3.0,Urban,31,0,1,184.8,8,8,10.7,Medium anxiety score,0
1178,user_1179,37,Female,2.5,0.3,1.2,3.9,2.4,2.5,2.2,0.0,5.4,6,2,8,2.6,Urban,36,1,0,232.4,17,19,16.9,High anxiety score,1
1179,user_1180,29,Male,4.9,0.8,0.4,2.5,2.1,0.7,2.7,0.0,6.1,3,7,5,4.1,Urban,20,0,1,151.4,16,20,11.5,High anxiety score,1
1180,user_1181,45,Female,4.8,2.7,0.6,1.3,4.3,1.3,0.4,0.4,9.1,3,8,1,4.5,Urban,27,1,0,118.0,10,20,13.7,Medium anxiety score,0
1181,user_1182,59,Male,1.8,3.5,1.2,2.3,1.4,1.8,3.2,1.1,5.1,7,2,9,0.0,Urban,35,1,1,145.2,20,17,0.0,High anxiety score,1
1182,user_1183,14,Male,0.0,2.4,1.1,1.7,1.8,1.8,0.8,1.9,7.5,7,4,9,2.4,Suburban,34,1,0,161.9,1,2,20.2,Low anxiety score,0
1184,user_1185,52,Male,1.8,1.1,0.7,0.4,1.7,3.1,1.6,1.6,5.5,2,4,7,1.5,Suburban,44,1,0,114.4,18,9,9.8,High anxiety score,1
1185,user_1186,52,Other,5.8,1.7,0.3,2.9,3.1,2.3,3.4,2.8,5.5,2,5,1,1.6,Urban,50,1,1,128.9,13,16,12.3,Medium anxiety score,1
